agency_type,product_name,gender,duration,destination,net_sales_SGD,age,claim,age_group
Travel Agency,1 way Comprehensive Plan,Not Specified,29,UNITED STATES,33.0,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,45,SINGAPORE,13.0,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,51,INDIA,30.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,22,THAILAND,48.0,61,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,38,CHINA,19.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,25,INDONESIA,10.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,46,THAILAND,29.0,51,0,Adult Travelers
Airlines,Annual Gold Plan,F,365,SINGAPORE,333.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,58,ITALY,69.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,54,JAPAN,30.0,36,0,Adult Travelers
Airlines,Basic Plan,F,24,MALAYSIA,22.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,78,SINGAPORE,76.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,43,NEW ZEALAND,128.7,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,63,CHINA,62.0,35,0,Adult Travelers
Airlines,Silver Plan,M,11,SINGAPORE,24.05,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,34,INDIA,17.0,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,JAPAN,49.0,36,0,Adult Travelers
Airlines,Basic Plan,M,2,BANGLADESH,22.0,30,0,Young Adult Travelers
Airlines,Basic Plan,F,187,THAILAND,30.0,18,0,Child Travelers
Travel Agency,Cancellation Plan,Not Specified,34,INDIA,20.0,34,0,Adult Travelers
Airlines,Value Plan,M,10,AUSTRALIA,45.0,43,0,Adult Travelers
Airlines,Basic Plan,M,64,THAILAND,22.0,44,0,Adult Travelers
Airlines,Basic Plan,M,19,INDONESIA,18.0,40,0,Adult Travelers
Airlines,Bronze Plan,M,5,SINGAPORE,17.55,35,1,Adult Travelers
Travel Agency,Single Trip Travel Protect Gold,F,4,CHINA,46.4,35,0,Adult Travelers
Airlines,Basic Plan,F,61,CHINA,35.0,65,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,89,INDONESIA,20.0,58,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,INDIA,15.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,UNITED STATES,99.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,41,"KOREA, REPUBLIC OF",36.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,30,JAPAN,38.0,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,94,THAILAND,21.0,22,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,50,AUSTRALIA,69.3,46,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,91,MYANMAR,20.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,THAILAND,32.0,46,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,38,THAILAND,39.6,37,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,4,MALAYSIA,29.7,28,0,Young Adult Travelers
Travel Agency,Comprehensive Plan,F,85,THAILAND,29.0,67,0,Senior Citizen Travelers
Airlines,Value Plan,M,6,"KOREA, REPUBLIC OF",36.0,62,0,Senior Citizen Travelers
Airlines,Silver Plan,M,27,SINGAPORE,25.0,44,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,THAILAND,21.0,25,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,24,CAMBODIA,83.0,61,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,28,PHILIPPINES,10.0,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,CHINA,22.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,29,MALAYSIA,29.7,65,0,Senior Citizen Travelers
Airlines,Value Plan,Not Specified,10,BRUNEI DARUSSALAM,15.0,39,0,Adult Travelers
Airlines,Silver Plan,M,6,SINGAPORE,22.5,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,19,UNITED STATES,112.0,53,0,Adult Travelers
Airlines,Bronze Plan,F,5,SINGAPORE,17.55,24,1,Young Adult Travelers
Airlines,Gold Plan,M,8,SINGAPORE,42.5,72,0,Senior Citizen Travelers
Airlines,Bronze Plan,F,16,SINGAPORE,20.0,69,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,CHINA,34.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,MALAYSIA,10.0,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,34,THAILAND,28.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,4,THAILAND,65.0,36,0,Adult Travelers
Travel Agency,Comprehensive Plan,F,6,MALAYSIA,29.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,THAILAND,11.0,36,0,Adult Travelers
Airlines,Silver Plan,M,16,SINGAPORE,67.8,39,0,Adult Travelers
Airlines,Gold Plan,M,13,SINGAPORE,78.0,21,0,Young Adult Travelers
Airlines,Bronze Plan,F,15,SINGAPORE,23.5,32,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,17,MALTA,26.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,5,AUSTRALIA,49.5,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,45,SWITZERLAND,80.0,36,0,Adult Travelers
Airlines,Basic Plan,F,10,INDONESIA,18.0,40,0,Adult Travelers
Airlines,Bronze Plan,F,88,SINGAPORE,22.1,36,0,Adult Travelers
Airlines,Basic Plan,M,23,JAPAN,35.0,26,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,61,CAMBODIA,24.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,GERMANY,15.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,SINGAPORE,26.0,35,0,Adult Travelers
Airlines,Basic Plan,M,90,"TAIWAN, PROVINCE OF CHINA",35.0,69,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,5,BRUNEI DARUSSALAM,35.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,53,HONG KONG,78.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,39,UNITED STATES,102.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,JAPAN,13.0,37,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,8,HONG KONG,20.0,39,0,Adult Travelers
Airlines,Bronze Plan,F,20,SINGAPORE,19.2,22,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,THAILAND,20.0,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,45,JAPAN,20.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,INDIA,34.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,SINGAPORE,10.0,67,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,"TAIWAN, PROVINCE OF CHINA",66.0,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,15,VIET NAM,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,69,VIET NAM,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,61,SINGAPORE,64.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,67,SINGAPORE,53.5,34,0,Adult Travelers
Airlines,Value Plan,F,12,PHILIPPINES,26.0,59,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,2,HONG KONG,20.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,VIET NAM,10.0,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,THAILAND,15.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,19,SINGAPORE,45.5,30,1,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,41,CHINA,43.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,47,"KOREA, REPUBLIC OF",42.0,23,1,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,36,THAILAND,10.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,35,SINGAPORE,33.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,MALAYSIA,62.0,37,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,THAILAND,49.5,26,0,Young Adult Travelers
Airlines,Value Plan,Not Specified,7,BRUNEI DARUSSALAM,15.0,51,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,56,NEPAL,83.0,36,0,Adult Travelers
Airlines,Basic Plan,F,29,HONG KONG,22.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,45,ITALY,49.5,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,137,THAILAND,20.0,36,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Gold,M,3,MALAYSIA,27.0,32,1,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,84,SPAIN,39.6,38,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,56,AUSTRALIA,59.4,30,0,Young Adult Travelers
Airlines,Ticket Protector,Not Specified,17,SINGAPORE,3.15,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,SINGAPORE,59.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,PHILIPPINES,14.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,90,NEPAL,76.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,235,SINGAPORE,37.0,68,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,16,INDONESIA,20.0,57,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,45,INDONESIA,20.0,33,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,69,ICELAND,39.6,22,0,Young Adult Travelers
Travel Agency,Travel Cruise Protect,M,5,THAILAND,30.0,18,0,Child Travelers
Travel Agency,Cancellation Plan,Not Specified,3,CHINA,29.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,18,THAILAND,22.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,18,THAILAND,32.0,66,0,Senior Citizen Travelers
Airlines,Value Plan,M,15,JAPAN,58.0,48,0,Adult Travelers
Travel Agency,Individual Comprehensive Plan,F,364,SINGAPORE,97.0,47,0,Adult Travelers
Airlines,Bronze Plan,F,13,SINGAPORE,26.5,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,155,THAILAND,10.0,36,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Gold,M,10,JAPAN,36.5,33,1,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,39,JAPAN,47.0,36,0,Adult Travelers
Travel Agency,Comprehensive Plan,F,29,MALAYSIA,29.0,53,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,3,MALAYSIA,20.0,46,0,Adult Travelers
Airlines,Bronze Plan,M,28,SINGAPORE,50.5,69,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,81,THAILAND,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,DENMARK,44.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,57,INDONESIA,10.0,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,UNITED STATES,112.0,39,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,14,CHINA,23.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,JAPAN,17.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,102,UNITED STATES,10.0,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,69,FRANCE,57.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,52,SINGAPORE,2.05,48,0,Adult Travelers
Airlines,Silver Plan,M,10,SINGAPORE,47.5,33,1,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,94,SINGAPORE,15.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,47,JAPAN,19.8,59,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,21,SINGAPORE,4.63,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,SINGAPORE,13.0,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,39,INDONESIA,14.0,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,28,AUSTRALIA,70.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,122,MALAYSIA,39.6,41,0,Adult Travelers
Airlines,Silver Plan,M,5,SINGAPORE,18.5,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,57,SINGAPORE,10.0,49,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,UNITED KINGDOM,76.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,16,CAMBODIA,21.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,AUSTRALIA,99.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,HONG KONG,56.0,36,0,Adult Travelers
Airlines,Basic Plan,M,26,THAILAND,22.0,61,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,THAILAND,39.0,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,SINGAPORE,15.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,20,JAPAN,30.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,SINGAPORE,10.0,42,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,56,THAILAND,19.8,31,0,Adult Travelers
Airlines,Bronze Plan,F,116,SINGAPORE,47.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,MALAYSIA,10.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,31,SINGAPORE,80.0,36,0,Adult Travelers
Airlines,Silver Plan,F,23,SINGAPORE,72.0,43,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,"KOREA, REPUBLIC OF",20.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,CHINA,28.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,52,AUSTRALIA,59.4,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,MYANMAR,10.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,15,SINGAPORE,59.4,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,59,PHILIPPINES,10.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,23,SINGAPORE,45.5,55,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,28,AUSTRALIA,19.8,38,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,51,PHILIPPINES,20.0,35,0,Adult Travelers
Airlines,Basic Plan,M,6,PHILIPPINES,22.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,JAPAN,37.0,36,1,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,34,AUSTRALIA,69.3,56,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,115,FRANCE,42.0,36,0,Adult Travelers
Airlines,Value Plan,M,75,JAPAN,83.0,34,0,Adult Travelers
Airlines,Silver Plan,F,14,SINGAPORE,54.5,50,0,Adult Travelers
Airlines,Basic Plan,M,20,HONG KONG,35.0,28,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,19,MALAYSIA,99.0,55,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,32,INDONESIA,12.0,27,0,Young Adult Travelers
Airlines,Silver Plan,F,57,SINGAPORE,72.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,21,AUSTRALIA,128.7,61,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,HONG KONG,20.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,3,SINGAPORE,14.95,21,0,Young Adult Travelers
Airlines,Basic Plan,M,2,THAILAND,18.0,47,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,22,AUSTRALIA,49.5,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,JAPAN,76.0,33,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,VIET NAM,20.0,45,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,82,THAILAND,128.7,37,0,Adult Travelers
Airlines,Basic Plan,M,33,MALAYSIA,22.0,44,0,Adult Travelers
Airlines,Bronze Plan,M,5,SINGAPORE,17.55,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,33,UNITED STATES,80.0,57,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,MALAYSIA,39.6,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,88,MONGOLIA,41.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,92,JAPAN,42.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,35,AUSTRALIA,118.8,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,64,THAILAND,10.0,36,0,Adult Travelers
Airlines,Basic Plan,F,1,MALAYSIA,18.0,42,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,109,ITALY,79.2,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,16,"KOREA, REPUBLIC OF",43.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,UNITED STATES,23.0,50,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,24,"TAIWAN, PROVINCE OF CHINA",49.5,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,58,INDIA,19.0,32,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,LAO PEOPLE'S DEMOCRATIC REPUBLIC,35.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,92,IRELAND,29.7,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,36,"KOREA, REPUBLIC OF",26.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,183,MALAYSIA,10.0,36,0,Adult Travelers
Airlines,Silver Plan,F,41,SINGAPORE,47.5,29,1,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,CHINA,42.0,35,0,Adult Travelers
Airlines,Basic Plan,F,58,PHILIPPINES,30.0,39,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,40,"TAIWAN, PROVINCE OF CHINA",38.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,43,CANADA,15.0,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,PHILIPPINES,11.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,5,"TAIWAN, PROVINCE OF CHINA",21.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,25,MALAYSIA,29.7,24,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,27,THAILAND,10.0,35,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,65,SINGAPORE,21.0,36,0,Adult Travelers
Airlines,Gold Plan,M,19,SINGAPORE,81.0,75,0,Senior Citizen Travelers
Airlines,Gold Plan,F,13,SINGAPORE,33.5,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,MALAYSIA,46.0,52,0,Adult Travelers
Airlines,Basic Plan,F,23,HONG KONG,26.0,54,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,THAILAND,25.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,UNITED KINGDOM,101.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,26,HONG KONG,20.0,45,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,9,AUSTRALIA,19.8,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,INDIA,35.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,149,MYANMAR,14.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,50,CHINA,56.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,41,INDONESIA,11.0,56,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,AUSTRIA,72.0,36,0,Adult Travelers
Airlines,Value Plan,M,9,JAPAN,58.0,52,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,16,SINGAPORE,38.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,16,AUSTRALIA,79.2,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,HONG KONG,14.0,45,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,68,MYANMAR,21.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,5,THAILAND,20.0,24,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,29,SINGAPORE,20.0,28,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,39,ITALY,39.6,31,0,Adult Travelers
Airlines,Value Plan,M,5,UNITED STATES,55.0,37,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,CHINA,20.0,51,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,6,"TAIWAN, PROVINCE OF CHINA",75.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,70,SINGAPORE,112.0,36,0,Adult Travelers
Airlines,Basic Plan,M,17,HONG KONG,22.0,55,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,THAILAND,20.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,51,SINGAPORE,80.0,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,50,CHINA,46.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,55,INDONESIA,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,85,THAILAND,10.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,INDONESIA,30.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,41,UNITED STATES,59.4,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,32,VIET NAM,21.0,36,0,Adult Travelers
